epoch,phase,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,1,0.6954654440283775,0.6048277992277993,0.6860241758823394,0.6513932734337056,0.6375,0.6778169014084507,0.5387931034482759
2,1,0.6807090938091278,0.657929313929314,0.6818992555141449,0.6497389509470617,0.51375,0.40316901408450706,0.7844827586206896
3,1,0.6737409397959709,0.6735073359073358,0.6729699659347534,0.6727780475959204,0.5875,0.5475352112676056,0.6853448275862069
4,1,0.6655706563591957,0.6945306801306801,0.6831173455715179,0.6803894487615347,0.48875,0.3362676056338028,0.8620689655172413
5,1,0.6611349906027317,0.7025501633501633,0.6678350740671157,0.6887597134531325,0.575,0.5,0.7586206896551724
6,1,0.6590486454963684,0.7062728838728838,0.6738124042749405,0.6788110126274891,0.59375,0.5316901408450704,0.7456896551724138
7,2,0.6058187928795814,0.7938019602019603,0.5683835732936859,0.84236886838271,0.72375,0.6742957746478874,0.8448275862068966
8,2,0.5026194712519646,0.8998122958122958,0.5564699906110764,0.8700218552695483,0.715,0.6302816901408451,0.9224137931034483
9,2,0.43851243004202844,0.9445659637659638,0.5293851232528687,0.8826948761534724,0.8025,0.801056338028169,0.8060344827586207
10,2,0.39338607236742973,0.9691618651618651,0.5288512325286865,0.8911334385624088,0.8025,0.8098591549295775,0.7844827586206896
11,2,0.351224450469017,0.9833656073656073,0.5505499839782715,0.8815489922292374,0.80625,0.7992957746478874,0.8232758620689655
12,2,0.32492811009287836,0.9915808731808733,0.540340566933155,0.8904732272948033,0.82125,0.846830985915493,0.7586206896551724
13,2,0.30614027127623555,0.994335135135135,0.5437844771146775,0.8950871175327828,0.80875,0.795774647887324,0.8405172413793104
14,2,0.2963847190141678,0.9965643005643006,0.5255475389957428,0.8993898737251093,0.8175,0.8204225352112676,0.8103448275862069
15,2,0.283995189666748,0.9981286605286606,0.5300939565896988,0.8968476809130645,0.8175,0.8116197183098591,0.8318965517241379
16,2,0.2746317708492279,0.9991679239679241,0.526029611825943,0.8941005949490044,0.85,0.8732394366197183,0.7931034482758621
17,2,0.2740820825099945,0.9987602019602019,0.5329516756534577,0.891224502185527,0.8375,0.8661971830985915,0.7672413793103449
18,2,0.26901975326240063,0.9994378378378379,0.5438443487882614,0.892878824672171,0.8325,0.8450704225352113,0.8017241379310345
19,2,0.2695191076397896,0.9984655776655776,0.549567277431488,0.9012415007285091,0.8175,0.8045774647887324,0.8491379310344828
20,2,0.263353667780757,0.9996892188892188,0.5265302139520646,0.8954437833899952,0.84375,0.8679577464788732,0.7844827586206896
21,2,0.261554664298892,0.9996374220374221,0.5318858224153519,0.8921882588635259,0.84625,0.8679577464788732,0.7931034482758621
22,2,0.2615130390971899,0.999739114939115,0.5272602438926697,0.899488525983487,0.83875,0.8538732394366197,0.8017241379310345
23,2,0.2551481590420008,0.999950103950104,0.5324944394826889,0.8910044317629916,0.87125,0.9154929577464789,0.7629310344827587
24,2,0.25671971164643764,0.9999249183249183,0.5307610669732094,0.8892666342884895,0.86125,0.8908450704225352,0.7887931034482759
25,2,0.25740835070610046,0.9998332046332047,0.5269126343727112,0.8904352841185041,0.8525,0.8714788732394366,0.8060344827586207
26,2,0.2570373278856277,0.9999277695277695,0.5111014181375504,0.9020838392423507,0.865,0.8908450704225352,0.8017241379310345
27,2,0.2540245095640421,0.9999657855657855,0.527796839773655,0.8948898130160271,0.8575,0.8908450704225352,0.7758620689655172
28,2,0.2534988207370043,0.9999729135729136,0.528789866566658,0.894070240407965,0.85625,0.8943661971830986,0.7629310344827587
29,2,0.25331596441566945,0.9999824175824176,0.5256756043434143,0.9018713574550754,0.855,0.8714788732394366,0.8146551724137931
30,2,0.25355895042419435,0.9998897534897535,0.519231283068657,0.9031083050024283,0.8575,0.8785211267605634,0.8060344827586207
31,2,0.2527055535465479,0.9999952479952481,0.5241447323560715,0.8960356969402623,0.855,0.8873239436619719,0.7758620689655172
