epoch,phase,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,1,0.7032637909054756,0.5943772783137771,0.6902561485767365,0.6199225496237798,0.58375,0.5694200351493849,0.6190476190476191
2,1,0.6852291360497474,0.6515516753382684,0.6834173083305359,0.643081581570158,0.59875,0.5975395430579965,0.6017316017316018
3,1,0.6852676197886467,0.6552518278748782,0.6842941534519196,0.6508342272841394,0.485,0.36906854130052724,0.7705627705627706
4,1,0.6758556771278381,0.673243976893458,0.6779837667942047,0.665631966159207,0.52,0.4305799648506151,0.7402597402597403
5,1,0.6722265453636647,0.6812371896791792,0.6921433329582214,0.6749594869102779,0.44125,0.27065026362038663,0.8614718614718615
6,1,0.6639414544403553,0.70111610068556,0.7217595088481903,0.6659286817459049,0.41125,0.21441124780316345,0.8961038961038961
7,2,0.6241806104779244,0.7705846065296307,0.5623258978128434,0.8502347096371701,0.71,0.6432337434094904,0.8744588744588745
8,2,0.5052029760181904,0.8984097631028567,0.5404239910840988,0.8690875615304438,0.78625,0.7855887521968365,0.7878787878787878
9,2,0.4501204980909824,0.9395086915474203,0.5247295039892197,0.8872404689627889,0.76625,0.7170474516695958,0.8874458874458875
10,2,0.3861295761913061,0.9717740786541824,0.522329768538475,0.8896598422081726,0.79375,0.7785588752196837,0.8311688311688312
11,2,0.34476242795586587,0.9874955122323723,0.54725781083107,0.8896065855644063,0.78375,0.7363796133567663,0.9004329004329005
12,2,0.31572110407054427,0.9944760092015857,0.5414244973659516,0.8791758914781762,0.8325,0.8471001757469244,0.7965367965367965
13,2,0.306221811324358,0.9951118950061831,0.539612804055214,0.8817474265628923,0.83375,0.8681898066783831,0.7489177489177489
14,2,0.2860213626921177,0.9982718532913145,0.5224114680290222,0.8935095367432802,0.8375,0.8629173989455184,0.7748917748917749
15,2,0.28359401918947696,0.9978154781918238,0.53665303170681,0.8883892908497479,0.83625,0.875219683655536,0.7402597402597403
16,2,0.2711892549693584,0.9995497985490975,0.5306336957216263,0.8897207069439055,0.8475,0.8822495606326889,0.7619047619047619
17,2,0.26860161289572715,0.9995602462620932,0.5346442466974258,0.8942779540319082,0.8375,0.875219683655536,0.7445887445887446
18,2,0.2678595642000437,0.9995208298903371,0.5369620507955551,0.9000220634667031,0.84625,0.8945518453427065,0.7272727272727273
19,2,0.2633144634962082,0.9998105164779431,0.5196153992414474,0.9022512344129217,0.8525,0.8840070298769771,0.7748917748917749
20,2,0.25946921296417713,0.9998518324338802,0.523340368270874,0.8977700682445849,0.8475,0.875219683655536,0.7792207792207793
21,2,0.25751327954232694,0.9999382635141167,0.5087857019901275,0.90595257115468,0.84625,0.8664323374340949,0.7965367965367965
22,2,0.2596023041009903,0.9995279533310159,0.5230767595767974,0.902555558091586,0.85,0.8945518453427065,0.7402597402597403
23,2,0.2559527431428432,0.9999686568610131,0.5279823851585388,0.8994286322933072,0.84875,0.8681898066783831,0.8008658008658008
24,2,0.2539446246623993,0.999981479054235,0.5268157702684403,0.8988808496717108,0.85375,0.8945518453427065,0.7532467532467533
25,2,0.25290813311934474,0.9999829037423708,0.5249364620447159,0.8995351455808398,0.8525,0.8998242530755711,0.7359307359307359
26,2,0.2537298649549484,0.9999753054056467,0.5299761116504669,0.8993145109138079,0.84625,0.8927943760984183,0.7316017316017316
27,2,0.25245220251381395,0.9999914518711854,0.5246963900327682,0.9011708853536622,0.8475,0.8857644991212654,0.7532467532467533
28,2,0.25370455577969553,0.9999957259355927,0.52604527592659,0.9021218968494892,0.8475,0.8840070298769771,0.7575757575757576
29,2,0.25547304913401603,0.9999358890338905,0.5354339778423309,0.8982417699465151,0.8475,0.8892794376098418,0.7445887445887446
