epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,0.6908920729160308,0.5412664092664092,0.6841923999786377,0.608684434191355,0.66875,0.8028169014084507,0.34051724137931033
2,0.6766514253616333,0.6372870804870805,0.6736322164535522,0.6360490529383196,0.63,0.6919014084507042,0.47844827586206895
3,0.6527077043056488,0.6929425601425602,0.6475480175018311,0.6962648737251093,0.7075,0.823943661971831,0.4224137931034483
4,0.6009097155928612,0.7601853281853281,0.5868868899345397,0.7705803788246721,0.7275,0.7676056338028169,0.6293103448275862
5,0.5078349739313126,0.8412321948321948,0.5301793253421784,0.8143971588149588,0.71625,0.6795774647887324,0.8060344827586207
6,0.42987199693918227,0.8853797445797446,0.47792825698852537,0.8538808280718796,0.77375,0.7799295774647887,0.7586206896551724
7,0.37591482847929003,0.914140302940303,0.4505207151174545,0.8780202768334142,0.81125,0.8397887323943662,0.7413793103448276
8,0.3161662505567074,0.9402996138996138,0.4494396501779556,0.8847817508499272,0.81625,0.852112676056338,0.728448275862069
9,0.30519350692629815,0.9445027621027621,0.4414240527153015,0.8861552938319573,0.82375,0.8450704225352113,0.771551724137931
10,0.266412672996521,0.9572908820908821,0.417922061085701,0.8975913671685283,0.82625,0.8274647887323944,0.8232758620689655
11,0.24503686636686325,0.9635065043065043,0.427980717420578,0.8960736401165614,0.81375,0.8133802816901409,0.8146551724137931
12,0.23329709425568582,0.9674254826254827,0.4424902945756912,0.9027895823215153,0.84875,0.8908450704225352,0.7456896551724138
13,0.2168934129178524,0.9719702999702999,0.43264665007591246,0.9007102962603206,0.83125,0.8485915492957746,0.7887931034482759
14,0.19453548282384872,0.9770302346302346,0.46336128532886506,0.8977203739679456,0.82625,0.8380281690140845,0.7974137931034483
15,0.16934046372771264,0.9832544104544104,0.4745059531927109,0.895724562894609,0.8325,0.8538732394366197,0.7801724137931034
16,0.17920149803161622,0.9801855657855657,0.5097589161992073,0.9031234822729479,0.84375,0.8961267605633803,0.7155172413793104
17,0.1520673957839608,0.9858185922185922,0.4869950020313263,0.9012946211753279,0.84,0.8802816901408451,0.7413793103448276
18,0.1489818898960948,0.9867110187110187,0.486487877368927,0.9038064594463331,0.83625,0.8697183098591549,0.7543103448275862
19,0.13841519743204117,0.9886536382536383,0.47606260478496554,0.9070240407965032,0.845,0.8802816901408451,0.7586206896551724
20,0.1397744656726718,0.9882692010692011,0.4760188847780228,0.9033207867897037,0.8325,0.8415492957746479,0.8103448275862069
21,0.13715307299047708,0.9883632907632908,0.478794692158699,0.9050206410879067,0.845,0.8661971830985915,0.7931034482758621
22,0.12938173115253448,0.9894372438372436,0.48908436864614485,0.9077829043224865,0.84,0.8767605633802817,0.75
23,0.1232659674808383,0.9903106623106622,0.5200255081057549,0.9028123482272948,0.83125,0.8732394366197183,0.728448275862069
24,0.11676725281402468,0.9916759132759132,0.49520558804273607,0.9061741136474015,0.8425,0.875,0.7629310344827587
25,0.13088684532791375,0.9892062964062964,0.5062352469563485,0.904227628703254,0.8375,0.875,0.7456896551724138
26,0.10424795117229223,0.9933738045738045,0.49024505853652955,0.9055897887323943,0.835,0.8697183098591549,0.75
27,0.11064231448806822,0.9924965844965845,0.49535454899072645,0.9078512020398252,0.8425,0.8785211267605634,0.7543103448275862
28,0.12206170696765184,0.9911470151470152,0.511116295158863,0.9069709203496843,0.84375,0.8838028169014085,0.7456896551724138
29,0.11375160416588187,0.9918294030294029,0.49627264082431793,0.9061892909179213,0.83875,0.875,0.75
30,0.11532336646690965,0.991874547074547,0.4929777204990387,0.9065763113161729,0.83875,0.8732394366197183,0.7543103448275862
