epoch,phase,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,1,0.7004196498053414,0.5851401819255462,3.6576800322532654,0.640256,0.596,0.5893333333333334,0.616
2,1,0.6828374411719186,0.6435891033131054,0.682290798664093,0.6629546666666667,0.54,0.48533333333333334,0.704
3,1,0.6691031044551304,0.6846915714949807,0.6756973075866699,0.6619093333333332,0.62,0.624,0.608
4,1,0.6673813326018198,0.6885235667709473,0.672955804347992,0.6637226666666667,0.658,0.6826666666666666,0.584
5,1,0.6642192665508815,0.697825970876836,0.6706888518333435,0.6836266666666666,0.594,0.5653333333333334,0.68
6,1,0.6571337432861328,0.7047989458872013,0.6782961597442627,0.707584,0.546,0.45866666666666667,0.808
7,2,0.6121297560419355,0.7794354952696845,0.5734012343883514,0.8565546666666666,0.71,0.6533333333333333,0.88
8,2,0.5024849083083016,0.8994957157036423,0.5186140351295471,0.9014613333333333,0.786,0.76,0.864
9,2,0.43584951904841834,0.9456916751473119,0.4908007164001465,0.9142186666666667,0.864,0.896,0.768
10,2,0.39301288073403495,0.9676824595127712,0.4800921015739441,0.9268053333333335,0.846,0.8426666666666667,0.856
11,2,0.3531314478601728,0.9823398414433431,0.47857066011428834,0.915584,0.884,0.9066666666666666,0.816
12,2,0.31580064623696463,0.9918872419685149,0.509798919916153,0.9201706666666666,0.842,0.8373333333333334,0.856
13,2,0.29471516241346085,0.9963537151508299,0.4936444208621979,0.9292586666666667,0.854,0.8533333333333334,0.856
14,2,0.27956284584317886,0.99808360973955,0.4883243556022644,0.9270186666666668,0.878,0.88,0.872
15,2,0.27791361805370873,0.997903003404822,0.5012681007385253,0.9092693333333333,0.87,0.88,0.84
16,2,0.2723031599521637,0.9982383029914692,0.49213304662704466,0.9161173333333333,0.892,0.9333333333333333,0.768
17,2,0.2687815730571747,0.998274031635948,0.45722006034851076,0.9284693333333334,0.888,0.9013333333333333,0.848
18,2,0.2631989425250462,0.9992418460166096,0.48298139715194705,0.9056853333333333,0.88,0.8986666666666666,0.824
19,2,0.260220644235611,0.9992654033646176,0.4780519194602966,0.9257813333333333,0.876,0.8773333333333333,0.872
20,2,0.2602334520135607,0.9997220232935057,0.45721339392662047,0.9326933333333333,0.888,0.8986666666666666,0.856
21,2,0.2557990792138236,0.9996478176472805,0.4594371185302734,0.9349973333333333,0.896,0.9173333333333333,0.832
22,2,0.2534994294984,0.9997569666930509,0.46746610379219056,0.9294506666666668,0.9,0.9253333333333333,0.824
23,2,0.25104250007016315,0.9999642713555212,0.46542440938949586,0.9331413333333333,0.874,0.8746666666666667,0.872
24,2,0.2523500143800463,0.9999524926815172,0.4914490933418274,0.9338453333333333,0.908,0.944,0.8
25,2,0.249679680619921,0.9994652482002186,0.46279106521606445,0.9266773333333334,0.898,0.92,0.832
26,2,0.24754647290706636,0.999994110662998,0.45633736038208006,0.9304533333333332,0.906,0.9253333333333333,0.848
27,2,0.24872833953584944,0.999992147550664,0.44902652263641357,0.934592,0.908,0.9413333333333334,0.808
28,2,0.24752693114961896,0.99996073775332,0.44775835442543027,0.9367466666666667,0.908,0.9333333333333333,0.832
29,2,0.24862038435254777,0.9999909696832636,0.44371173906326294,0.9387733333333335,0.906,0.9306666666666666,0.832
30,2,0.24675880326543537,0.9999799762541932,0.4487275400161743,0.9364906666666667,0.91,0.9253333333333333,0.864
31,2,0.2467504266330174,0.999996073775332,0.44339547872543333,0.937856,0.908,0.936,0.824
