epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,1.6779490076473782,0.5962386375058109,1.6263499956130982,0.6587093333333334,0.588,0.5573333333333333,0.68
2,0.974326078414917,0.773760726445793,1.050237042427063,0.7602666666666666,0.694,0.7146666666666667,0.632
3,0.682601650101798,0.8502653735253101,0.8852414176464081,0.816832,0.764,0.7973333333333333,0.664
4,0.5450143765381404,0.8955435779528349,0.865979430437088,0.8307199999999999,0.758,0.768,0.728
5,0.4411978371483939,0.9220881939994723,0.8540810861587524,0.8380479999999999,0.782,0.8026666666666666,0.72
6,0.32453724777698517,0.9524451741987361,0.916098219871521,0.8381333333333333,0.786,0.8053333333333333,0.728
7,0.2762311192240034,0.9641309929893331,0.918207923412323,0.84192,0.78,0.7946666666666666,0.736
8,0.23256786615507943,0.9734202442425841,0.8970278072357177,0.8526293333333334,0.814,0.8533333333333334,0.696
9,0.20187831796067102,0.9786554722148934,0.9013995344638824,0.8514133333333332,0.8,0.8426666666666667,0.672
10,0.1834000759295055,0.9816019075169926,0.846853619813919,0.8649279999999999,0.818,0.8453333333333334,0.736
11,0.15663095224542278,0.9866072550349905,0.9209573335647583,0.862784,0.824,0.88,0.656
12,0.11565979158878327,0.9920823753345142,0.8799430170059204,0.8636586666666667,0.806,0.848,0.68
13,0.12107610703366144,0.9915389858404634,0.9264078388214111,0.869632,0.824,0.8613333333333333,0.712
14,0.10562944052900587,0.9929151275865967,0.8671155123710632,0.8768640000000001,0.83,0.8773333333333333,0.688
15,0.08417915747314691,0.9953701958714962,0.9495440368652344,0.8628373333333332,0.82,0.856,0.712
16,0.07320447211606163,0.9962908955561419,0.8894480563402176,0.8714133333333334,0.824,0.856,0.728
17,0.06147970766999892,0.9975865496965813,0.9276460205316543,0.8795946666666666,0.848,0.8933333333333333,0.712
18,0.054914570323058534,0.9979815278981821,0.9754612896442413,0.8842453333333333,0.838,0.9013333333333333,0.648
19,0.054677073544689585,0.9981633121003104,0.9528111394643783,0.8838933333333333,0.832,0.888,0.664
20,0.058620631437216485,0.9976811717110801,0.9201171569824219,0.875936,0.834,0.8693333333333333,0.728
21,0.04433763691357204,0.9987632392295804,0.880473610162735,0.8812053333333333,0.834,0.8746666666666667,0.712
22,0.05027493035793305,0.9984715207367483,0.9329674497842789,0.8804053333333333,0.832,0.872,0.712
23,0.048382836478097095,0.9984083085195935,0.9228238418102265,0.8783466666666666,0.834,0.8746666666666667,0.712
