epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,0.6915603893995285,0.5277194447135523,0.6853088593482971,0.6273594595211467,0.4,0.2038664323374341,0.8831168831168831
2,0.6814182180166245,0.6345774659926942,0.6732542490959168,0.6836174955682865,0.64625,0.6467486818980668,0.645021645021645
3,0.648731746673584,0.7068070174438815,0.6183191633224487,0.7683259915245855,0.58625,0.46397188049209137,0.8874458874458875
4,0.541930450797081,0.8164047140081037,0.4975806713104248,0.8444221273746758,0.73875,0.7012302284710018,0.8311688311688312
5,0.45995379984378815,0.8659173756864622,0.420138081908226,0.8914249195444275,0.8125,0.8066783831282952,0.8268398268398268
6,0.3910102544724941,0.906249821913983,0.4091566973924637,0.8976635549570524,0.82375,0.8383128295254832,0.7878787878787878
7,0.3345154514908791,0.9329674734200684,0.43594783544540405,0.8948029123776048,0.8375,0.8769771528998243,0.7402597402597403
8,0.3076778431236744,0.9424829654788567,0.3979207307100296,0.9133286163163141,0.8575,0.8945518453427065,0.7662337662337663
9,0.27432276859879495,0.9545873533283563,0.4080507808923721,0.9083529241701475,0.83375,0.8506151142355008,0.7922077922077922
10,0.24806443609297277,0.9626603486496805,0.42924275398254397,0.9055987948782325,0.84625,0.8822495606326889,0.7575757575757576
11,0.22272114627063275,0.9698156073635481,0.4508318930864334,0.9099087789773204,0.86,0.9068541300527241,0.7445887445887446
12,0.2189925678819418,0.9706642465964203,0.43219221085309983,0.9147741537899711,0.85875,0.8980667838312829,0.7619047619047619
13,0.19646843500435351,0.9762537730490797,0.4527551031112671,0.9089463553435433,0.84125,0.8787346221441125,0.7489177489177489
14,0.1626581397652626,0.9842078069110672,0.5165745997428894,0.9051270931763025,0.86625,0.9121265377855887,0.7532467532467533
15,0.1617189023643732,0.9838326390353153,0.5109690096974373,0.9035674343231461,0.85375,0.8980667838312829,0.7445887445887446
16,0.14589190054684878,0.9869717018944553,0.4699465158581734,0.9147361133301379,0.8575,0.8875219683655536,0.7835497835497836
17,0.1370359105989337,0.9883037853013976,0.4887225651741028,0.9123852129124537,0.84125,0.8664323374340949,0.7792207792207793
