epoch,phase,train_loss,train_auc,val_loss,val_auc,val_accuracy,val_sensitivity,val_specificity
1,1,2.476221971784319,0.5112048562687673,1.651366802215576,0.5726186666666666,0.604,0.6613333333333333,0.432
2,1,2.1553840405600413,0.5374901451760834,1.5291960678100587,0.5773440000000001,0.584,0.6266666666666667,0.456
3,1,2.148015781402588,0.5363362277461585,1.4244320259094239,0.5956480000000001,0.63,0.6933333333333334,0.44
4,1,1.94597465133667,0.5703391001721257,1.4897136783599854,0.6055253333333332,0.67,0.7866666666666666,0.32
5,1,1.8900409460067749,0.5473084552033469,1.300058084487915,0.6016213333333333,0.636,0.6906666666666667,0.472
6,1,1.8784793318339756,0.5370808362544445,1.1815909385681151,0.6372693333333334,0.586,0.5653333333333334,0.648
7,2,1.6777169226237705,0.568916236352443,1.0430782260894775,0.6685013333333333,0.598,0.5946666666666667,0.608
8,2,1.3563738307952882,0.5970183857248753,0.9050939445495605,0.718784,0.57,0.512,0.744
9,2,1.0260453950337,0.6421939193773322,0.7675053939819336,0.738048,0.616,0.5573333333333333,0.792
10,2,0.925839964730399,0.6675198352870227,0.7049450001716614,0.7708586666666667,0.678,0.6506666666666666,0.76
11,2,0.8791739766938346,0.6974215697360321,0.6606179528236389,0.7983786666666666,0.72,0.7226666666666667,0.712
12,2,0.824991505759103,0.7362739185606775,0.6566673851013184,0.8078080000000001,0.748,0.792,0.616
13,2,0.7987436881746565,0.7446379549709146,0.6636133773326873,0.8151253333333334,0.676,0.632,0.808
14,2,0.7785244926725116,0.7583302708780922,0.6170829646587371,0.8342613333333333,0.742,0.744,0.736
15,2,0.7537690873827253,0.7706566532232735,0.6321553566455841,0.8400639999999999,0.708,0.6666666666666666,0.832
16,2,0.7153676631110055,0.7912960310580075,0.6267849650382996,0.8481066666666668,0.682,0.632,0.832
17,2,0.6951326625687736,0.8011532107094845,0.5775184278488159,0.8603093333333334,0.778,0.784,0.76
18,2,0.701182001045772,0.7974861168695739,0.5776946959495545,0.8618239999999999,0.768,0.7706666666666667,0.76
19,2,0.6580925257546562,0.8230438763459098,0.5652579097747803,0.8750506666666668,0.806,0.816,0.776
20,2,0.6469768148149763,0.8294561864736849,0.5692356791496277,0.8734933333333333,0.748,0.728,0.808
21,2,0.6274838724136352,0.8358068548741724,0.5749641873836517,0.8686506666666667,0.8,0.8106666666666666,0.768
22,2,0.6426604524339948,0.8330934410061186,0.5657453348636627,0.8760106666666667,0.776,0.7626666666666667,0.816
23,2,0.6188704651423863,0.8493480111316323,0.5689060096740722,0.8773546666666666,0.772,0.752,0.832
24,2,0.6156530749457223,0.8449502468810072,0.5625174300670623,0.8722133333333333,0.812,0.8293333333333334,0.76
25,2,0.5991535743304661,0.8530425885442188,0.5683755130767822,0.8701653333333333,0.784,0.776,0.808
26,2,0.603271202155522,0.8525541661955197,0.5667752356529235,0.8739626666666666,0.806,0.8213333333333334,0.76
27,2,0.579813056741442,0.8671449986179689,0.565286609172821,0.876672,0.79,0.7893333333333333,0.792
28,2,0.5937651707785471,0.8592063686505095,0.5606033053398133,0.8778453333333333,0.796,0.7946666666666666,0.8
29,2,0.6062538412639072,0.851914191574636,0.5752157578468323,0.8620373333333333,0.8,0.816,0.752
30,2,0.6068749895095825,0.8477669204578292,0.5647714447975158,0.8675626666666667,0.794,0.8026666666666666,0.768
31,2,0.5969217679841178,0.8574136544671014,0.5694241275787354,0.8716160000000001,0.816,0.84,0.744
